character,event_summary,paragraph_num,book_num,book_title
Weasley,"They found Mr Weasley sitting in the bar, reading the Daily Prophet.",411,3,Harry Potter And The Prisoner Of Azkaban
Ron,‘Would we get a reward if we caught him?’ asked Ron.,416,3,Harry Potter And The Prisoner Of Azkaban
Head Boy,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
George,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Percy,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Fred,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Hogwarts,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Ginny,"At that moment Mrs Weasley entered the bar, laden with shopping and followed by the twins, Fred and George, who were about to start their fifth year at Hogwarts, the newly elected Head Boy, Percy, and the Weasleys’ youngest child and only girl, Ginny.",418,3,Harry Potter And The Prisoner Of Azkaban
Ginny,"Ginny who had always been very taken with Harry, seemed even more heartily embarrassed than usual when she saw him, perhaps because he had saved her life during their last term at Hogwarts.",419,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Ginny who had always been very taken with Harry, seemed even more heartily embarrassed than usual when she saw him, perhaps because he had saved her life during their last term at Hogwarts.",419,3,Harry Potter And The Prisoner Of Azkaban
George,"‘What do we want to be prefects for?’ said George, looking revolted at the very idea.",426,3,Harry Potter And The Prisoner Of Azkaban
Weasley,"‘The Ministry’s providing a couple of cars,’ said Mr Weasley.",432,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley,Everyone except Percy and Mrs Weasley snorted into their pudding.,434,3,Harry Potter And The Prisoner Of Azkaban
Percy,Everyone except Percy and Mrs Weasley snorted into their pudding.,434,3,Harry Potter And The Prisoner Of Azkaban
Percy,"Percy asked again, in a dignified voice.",435,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley,"‘Good job too,’ said Mrs Weasley briskly.",438,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘You’d better go and pack properly, Ron, because we won’t have much time in the morning,’ Mrs Weasley called down the table.",440,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley,"‘You’d better go and pack properly, Ron, because we won’t have much time in the morning,’ Mrs Weasley called down the table.",440,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘So’s Scabbers’ Rat Tonic,’ said Ron, throwing things out of his trunk to look.",446,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘I’ll get Scabbers’ stuff, I’m packed,’ Harry said to Ron, and he went downstairs.",448,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘I’ll get Scabbers’ stuff, I’m packed,’ Harry said to Ron, and he went downstairs.",448,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry was halfway along the passage to the bar, which was now very dark, when he heard another pair of angry voices coming from the parlour.",449,3,Harry Potter And The Prisoner Of Azkaban
Weasley,"‘… makes no sense not to tell him,’ Mr Weasley was saying heatedly.",450,3,Harry Potter And The Prisoner Of Azkaban
Harry’S,‘Harry’s got a right to know.,450,3,Harry Potter And The Prisoner Of Azkaban
Harry,‘Do you really want to send Harry back to school with that hanging over him?,451,3,Harry Potter And The Prisoner Of Azkaban
Hogwarts,"If Black can break out of Azkaban, he can break into Hogwarts.’",455,3,Harry Potter And The Prisoner Of Azkaban
Harry,‘But no one’s really sure that Black’s after Harry –’,456,3,Harry Potter And The Prisoner Of Azkaban
Hogwarts,Always the same words: ‘He’s at Hogwarts … he’s at Hogwarts.’,458,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Black is deranged, Molly, and he wants Harry dead.",458,3,Harry Potter And The Prisoner Of Azkaban
Molly,"Black is deranged, Molly, and he wants Harry dead.",458,3,Harry Potter And The Prisoner Of Azkaban
Harry,"If you ask me, he thinks murdering Harry will bring You-Know-Who back to power.",458,3,Harry Potter And The Prisoner Of Azkaban
Albus Dumbledore,But you’re forgetting Albus Dumbledore.,460,3,Harry Potter And The Prisoner Of Azkaban
Harry At Hogwarts,I don’t think anything could hurt Harry at Hogwarts while Dumbledore’s Headmaster.,460,3,Harry Potter And The Prisoner Of Azkaban
Weasley,"‘– then I will never say another word against them,’ said Mr Weasley wearily.",464,3,Harry Potter And The Prisoner Of Azkaban
Harry,He’d made Harry promise to stay in Diagon Alley where there were plenty of wizards to keep an eye on him.,470,3,Harry Potter And The Prisoner Of Azkaban
Harry,"And he was sending two Ministry cars to take them all to the station tomorrow, so that the Weasleys could look after Harry until he was on the train.",470,3,Harry Potter And The Prisoner Of Azkaban
Weasleys,"And he was sending two Ministry cars to take them all to the station tomorrow, so that the Weasleys could look after Harry until he was on the train.",470,3,Harry Potter And The Prisoner Of Azkaban
Harry,But Harry happened to agree whole-heartedly with Mrs Weasley that the safest place on earth was wherever Albus Dumbledore happened to be.,471,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley,But Harry happened to agree whole-heartedly with Mrs Weasley that the safest place on earth was wherever Albus Dumbledore happened to be.,471,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,Didn’t people always say that Dumbledore was the only person Lord Voldemort had ever been afraid of?,471,3,Harry Potter And The Prisoner Of Azkaban
Voldemort,Didn’t people always say that Dumbledore was the only person Lord Voldemort had ever been afraid of?,471,3,Harry Potter And The Prisoner Of Azkaban
Harry,"No, all in all, the thing that bothered Harry most was the fact that his chances of visiting Hogsmeade now looked like zero.",473,3,Harry Potter And The Prisoner Of Azkaban
Hogsmeade,"No, all in all, the thing that bothered Harry most was the fact that his chances of visiting Hogsmeade now looked like zero.",473,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Nobody would want Harry to leave the safety of the castle until Black was caught; in fact, Harry suspected his every move would be carefully watched until the danger had passed.",473,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry had no chance to speak to Ron or Hermione in the chaos of leaving; they were too busy heaving all their trunks down the Leaky Cauldron’s narrow staircase and piling them up near the door, with Hedwig and Hermes, Percy’s screech owl, perched on top in their cages.",483,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Harry had no chance to speak to Ron or Hermione in the chaos of leaving; they were too busy heaving all their trunks down the Leaky Cauldron’s narrow staircase and piling them up near the door, with Hedwig and Hermes, Percy’s screech owl, perched on top in their cages.",483,3,Harry Potter And The Prisoner Of Azkaban
Percy’S,"Harry had no chance to speak to Ron or Hermione in the chaos of leaving; they were too busy heaving all their trunks down the Leaky Cauldron’s narrow staircase and piling them up near the door, with Hedwig and Hermes, Percy’s screech owl, perched on top in their cages.",483,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry got into the back of the car, and was shortly joined by Hermione, Ron and, to Ron’s disgust, Percy.",490,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Harry got into the back of the car, and was shortly joined by Hermione, Ron and, to Ron’s disgust, Percy.",490,3,Harry Potter And The Prisoner Of Azkaban
Percy,"Harry got into the back of the car, and was shortly joined by Hermione, Ron and, to Ron’s disgust, Percy.",490,3,Harry Potter And The Prisoner Of Azkaban
Ron’S,"Harry got into the back of the car, and was shortly joined by Hermione, Ron and, to Ron’s disgust, Percy.",490,3,Harry Potter And The Prisoner Of Azkaban
Fred,"Here you are, Ron … no, they’re not corned beef … Fred?",500,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Here you are, Ron … no, they’re not corned beef … Fred?",500,3,Harry Potter And The Prisoner Of Azkaban
Weasley,"‘That’s not the way I’d have chosen for you to find out,’ said Mr Weasley, looking anxious.",506,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘Harry, swear to me you won’t go looking for Black.’",514,3,Harry Potter And The Prisoner Of Azkaban
Harry Blankly,‘Why would I go looking for someone I know wants to kill me?’ said Harry blankly.,517,3,Harry Potter And The Prisoner Of Azkaban
The Hogwarts Express,"The Hogwarts Express was usually reserved for students and they had never seen an adult there before, except for the witch who pushed the food trolley.",522,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Ron hissed, as they sat down and slid the door shut, taking the seats furthest away from the window.",524,3,Harry Potter And The Prisoner Of Azkaban
R. J. Lupin,The name ‘Professor R. J. Lupin’ was stamped across one corner in peeling letters.,526,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry, Ron and Hermione had already had two Defence Against the Dark Arts teachers, both of whom had only lasted one year.",529,3,Harry Potter And The Prisoner Of Azkaban
Hermione,"Harry, Ron and Hermione had already had two Defence Against the Dark Arts teachers, both of whom had only lasted one year.",529,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Harry, Ron and Hermione had already had two Defence Against the Dark Arts teachers, both of whom had only lasted one year.",529,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry explained all about Mr and Mrs Weasley’s argument and the warning Mr Weasley had just given him.,531,3,Harry Potter And The Prisoner Of Azkaban
Weasley,Harry explained all about Mr and Mrs Weasley’s argument and the warning Mr Weasley had just given him.,531,3,Harry Potter And The Prisoner Of Azkaban
Mrs Weasley’S,Harry explained all about Mr and Mrs Weasley’s argument and the warning Mr Weasley had just given him.,531,3,Harry Potter And The Prisoner Of Azkaban
Hermione,"When he’d finished, Ron looked thunderstruck, and Hermione had her hands over her mouth.",531,3,Harry Potter And The Prisoner Of Azkaban
Ron,"When he’d finished, Ron looked thunderstruck, and Hermione had her hands over her mouth.",531,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Oh, Harry … you’ll have to be really, really careful.",531,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Don’t go looking for trouble, Harry …’",531,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘How thick would Harry have to be, to go looking for a nutter who wants to kill him?’ said Ron shakily.",533,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘How thick would Harry have to be, to go looking for a nutter who wants to kill him?’ said Ron shakily.",533,3,Harry Potter And The Prisoner Of Azkaban
Harry’S,A moment later he had pulled the Pocket Sneakoscope out from between Harry’s robes.,538,3,Harry Potter And The Prisoner Of Azkaban
Hermione,‘Were you doing anything untrustworthy at the time?’ said Hermione shrewdly.,541,3,Harry Potter And The Prisoner Of Azkaban
Errol,Well … I wasn’t supposed to be using Errol.,542,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘Stick it back in the trunk,’ Harry advised, as the Sneakoscope whistled piercingly, ‘or it’ll wake him up.’",543,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Ron stuffed the Sneakoscope into a particularly horrible pair of Uncle Vernon’s old socks, which deadened the sound, then closed the lid of the trunk on it.",544,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘We could get it checked in Hogsmeade,’ said Ron, sitting back down.",545,3,Harry Potter And The Prisoner Of Azkaban
Fred,"‘They sell that sort of thing in Dervish and Banges, magical instruments and stuff, Fred and George told me.’",545,3,Harry Potter And The Prisoner Of Azkaban
George,"‘They sell that sort of thing in Dervish and Banges, magical instruments and stuff, Fred and George told me.’",545,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘It’s this sweetshop,’ said Ron, a dreamy look coming over his face, ‘where they’ve got everything … Pepper Imps – they make you smoke at the mouth – and great fat Chocoballs full of strawberry mousse and clotted cream, and really excellent sugar quills which you can suck in class and just look like you’re thinking what to write next –’",548,3,Harry Potter And The Prisoner Of Azkaban
Hogsmeade’S,"‘But Hogsmeade’s a very interesting place, isn’t it?’",549,3,Harry Potter And The Prisoner Of Azkaban
Inn,"‘In Sites of Historical Sorcery it says the inn was the headquarters for the 1612 goblin rebellion, and the Shrieking Shack’s supposed to be the most severely haunted building in Britain –’",549,3,Harry Potter And The Prisoner Of Azkaban
Hogsmeade,‘Won’t it be nice to get out of school for a bit and explore Hogsmeade?’,551,3,Harry Potter And The Prisoner Of Azkaban
Mcgonagall,"Professor McGonagall, head of Gryffindor house, was very strict.",555,3,Harry Potter And The Prisoner Of Azkaban
Fred And George,"‘– or we can ask Fred and George, they know every secret passage out of the castle –’",556,3,Harry Potter And The Prisoner Of Azkaban
Harry,‘I don’t think Harry should be sneaking out of school with Black on the loose –’,557,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘Yeah, I expect that’s what McGonagall will say when I ask for permission,’ said Harry bitterly.",558,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘Black’s already murdered a whole bunch of people in the middle of a crowded street, do you really think he’s going to worry about attacking Harry just because we’re there?’",560,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Ron said, but too late; Crookshanks leapt lightly from the basket, stretched, yawned, and sprang onto Ron’s knees; the lump in Ron’s pocket trembled and he shoved Crookshanks angrily away.",562,3,Harry Potter And The Prisoner Of Azkaban
Ron’S,"Ron said, but too late; Crookshanks leapt lightly from the basket, stretched, yawned, and sprang onto Ron’s knees; the lump in Ron’s pocket trembled and he shoved Crookshanks angrily away.",562,3,Harry Potter And The Prisoner Of Azkaban
Lupin,"He might not be very good company, but Professor Lupin’s presence in their compartment had its uses.",571,3,Harry Potter And The Prisoner Of Azkaban
Gregory Goyle,"Mid-afternoon, just as it had started to rain, blurring the rolling hills outside the window, they heard footsteps in the corridor again, and their three least favourite people appeared at the door: Draco Malfoy, flanked by his cronies, Vincent Crabbe and Gregory Goyle.",571,3,Harry Potter And The Prisoner Of Azkaban
Vincent Crabbe,"Mid-afternoon, just as it had started to rain, blurring the rolling hills outside the window, they heard footsteps in the corridor again, and their three least favourite people appeared at the door: Draco Malfoy, flanked by his cronies, Vincent Crabbe and Gregory Goyle.",571,3,Harry Potter And The Prisoner Of Azkaban
Harry,Draco Malfoy and Harry had been enemies ever since they had met on their very first train journey to Hogwarts.,572,3,Harry Potter And The Prisoner Of Azkaban
Hogwarts,Draco Malfoy and Harry had been enemies ever since they had met on their very first train journey to Hogwarts.,572,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Malfoy, who had a pale, pointed, sneering face, was in Slytherin house; he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team.",572,3,Harry Potter And The Prisoner Of Azkaban
Gryffindor,"Malfoy, who had a pale, pointed, sneering face, was in Slytherin house; he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team.",572,3,Harry Potter And The Prisoner Of Azkaban
Malfoy,"Malfoy, who had a pale, pointed, sneering face, was in Slytherin house; he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team.",572,3,Harry Potter And The Prisoner Of Azkaban
Malfoy’S,Crabbe and Goyle seemed to exist to do Malfoy’s bidding.,572,3,Harry Potter And The Prisoner Of Azkaban
Goyle,Crabbe and Goyle seemed to exist to do Malfoy’s bidding.,572,3,Harry Potter And The Prisoner Of Azkaban
Goyle,"They were both wide and muscly; Crabbe was the taller, with a pudding-basin haircut and a very thick neck; Goyle had short, bristly hair and long, gorilla arms.",572,3,Harry Potter And The Prisoner Of Azkaban
Ron,Ron stood up so quickly he knocked Crookshanks’ basket to the floor.,575,3,Harry Potter And The Prisoner Of Azkaban
Lupin,Professor Lupin gave a snort.,575,3,Harry Potter And The Prisoner Of Azkaban
Malfoy,"‘What were you saying, Malfoy?’",577,3,Harry Potter And The Prisoner Of Azkaban
Malfoy,"‘I’m not going to take any rubbish from Malfoy this year,’ he said angrily.",581,3,Harry Potter And The Prisoner Of Azkaban
Lupin,"‘Brilliant,’ said Ron, getting up and walking carefully past Professor Lupin to try and see outside.",586,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘Brilliant,’ said Ron, getting up and walking carefully past Professor Lupin to try and see outside.",586,3,Harry Potter And The Prisoner Of Azkaban
Ron,"‘There’s something moving out there,’ Ron said.",593,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry could hear movements in his corner.,598,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry’s eyes darted downwards, and what he saw made his stomach contract.",602,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry felt his own breath catch in his chest.,605,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry’s eyes rolled up into his head.,606,3,Harry Potter And The Prisoner Of Azkaban
Lupin,Professor Lupin was breaking an enormous slab of chocolate into pieces.,611,3,Harry Potter And The Prisoner Of Azkaban
Harry,He strolled past Harry and disappeared into the corridor.,616,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘I don’t get it … what happened?’ said Harry, wiping more sweat off his face.",618,3,Harry Potter And The Prisoner Of Azkaban
Ginny,"Ginny, who was huddled in her corner looking nearly as bad as Harry felt, gave a small sob; Hermione went over and put a comforting arm around her.",624,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Ginny, who was huddled in her corner looking nearly as bad as Harry felt, gave a small sob; Hermione went over and put a comforting arm around her.",624,3,Harry Potter And The Prisoner Of Azkaban
Harry,‘But didn’t any of you – fall off your seats?’ said Harry awkwardly.,625,3,Harry Potter And The Prisoner Of Azkaban
Ginny,"‘Ginny was shaking like mad, though …’",626,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry took a bite and to his great surprise felt warmth spread suddenly to the tips of his fingers and toes.,629,3,Harry Potter And The Prisoner Of Azkaban
Lupin,"‘We’ll be at Hogwarts in ten minutes,’ said Professor Lupin.",630,3,Harry Potter And The Prisoner Of Azkaban
Harry,"As the carriage trundled towards a pair of magnificent wrought-iron gates, flanked with stone columns topped with winged boars, Harry saw two more towering, hooded Dementors, standing guard on either side.",636,3,Harry Potter And The Prisoner Of Azkaban
Harry’S,"Malfoy elbowed past Hermione to block Harry’s way up the stone steps to the castle, his face gleeful and his pale eyes glinting maliciously.",639,3,Harry Potter And The Prisoner Of Azkaban
Malfoy,"Malfoy elbowed past Hermione to block Harry’s way up the stone steps to the castle, his face gleeful and his pale eyes glinting maliciously.",639,3,Harry Potter And The Prisoner Of Azkaban
Lupin,"Malfoy gave Professor Lupin an insolent stare, which took in the patches on his robes and the dilapidated suitcase.",643,3,Harry Potter And The Prisoner Of Azkaban
Malfoy,"Malfoy gave Professor Lupin an insolent stare, which took in the patches on his robes and the dilapidated suitcase.",643,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Hermione prodded Ron in the back to make him hurry, and the three of them joined the crowd swarming up the steps, through the giant oak front doors, and into the cavernous Entrance Hall, which was lit with flaming torches and housed a magnificent marble staircase which led to the upper floors.",644,3,Harry Potter And The Prisoner Of Azkaban
Mcgonagall,"Professor McGonagall, Transfiguration teacher and head of Gryffindor house, was calling over the heads of the crowd.",646,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry felt himself going red in the face.,651,3,Harry Potter And The Prisoner Of Azkaban
Pomfrey,They exchanged a dark look and Madam Pomfrey clucked disapprovingly.,654,3,Harry Potter And The Prisoner Of Azkaban
Lupin,‘Professor Lupin gave me some.,660,3,Harry Potter And The Prisoner Of Azkaban
Flitwick,"Professor Flitwick, who was a tiny little wizard with a shock of white hair, was carrying an ancient hat and a three-legged stool out of the hall.",665,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,"Professor Dumbledore, though very old, always gave an impression of great energy.",670,3,Harry Potter And The Prisoner Of Azkaban
Harry,"He paused, and Harry remembered what Mr Weasley had said about Dumbledore not being happy with the Dementors guarding the school.",673,3,Harry Potter And The Prisoner Of Azkaban
Weasley,"He paused, and Harry remembered what Mr Weasley had said about Dumbledore not being happy with the Dementors guarding the school.",673,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,"He paused, and Harry remembered what Mr Weasley had said about Dumbledore not being happy with the Dementors guarding the school.",673,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,"‘They are stationed at every entrance to the grounds,’ Dumbledore continued, ‘and while they are with us, I must make it plain that nobody is to leave school without permission.",674,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Dementors are not to be fooled by tricks or disguises – or even Invisibility Cloaks,’ he added blandly, and Harry and Ron glanced at each other.",674,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Dementors are not to be fooled by tricks or disguises – or even Invisibility Cloaks,’ he added blandly, and Harry and Ron glanced at each other.",674,3,Harry Potter And The Prisoner Of Azkaban
Girl,"I look to the Prefects, and our new Head Boy and Girl, to make sure that no student runs foul of the Dementors.’",674,3,Harry Potter And The Prisoner Of Azkaban
Head Boy,"I look to the Prefects, and our new Head Boy and Girl, to make sure that no student runs foul of the Dementors.’",674,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,"Dumbledore paused again; he looked very seriously around the hall, and nobody moved or made a sound.",675,3,Harry Potter And The Prisoner Of Azkaban
Lupin,"‘Firstly, Professor Lupin, who has kindly consented to fill the post of Defence Against the Dark Arts teacher.’",677,3,Harry Potter And The Prisoner Of Azkaban
Lupin,Professor Lupin looked particularly shabby next to all the other teachers in their best robes.,678,3,Harry Potter And The Prisoner Of Azkaban
Harry,Harry knew that expression only too well; it was the look Snape wore every time he set eyes on Harry.,679,3,Harry Potter And The Prisoner Of Azkaban
Gryffindor,"Then they joined in with the applause, which was tumultuous at the Gryffindor table in particular.",681,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry leaned forward to see Hagrid, who was ruby red in the face and staring down at his enormous hands, his wide grin hidden in the tangle of his black beard.",681,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Ron roared, pounding the table.",682,3,Harry Potter And The Prisoner Of Azkaban
Dumbledore,"‘Well, I think that’s everything of importance,’ said Dumbledore.",684,3,Harry Potter And The Prisoner Of Azkaban
Mcgonagall,"Overcome with emotion, he buried his face in his napkin, and Professor McGonagall shooed them away.",690,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry, Ron and Hermione joined the Gryffindors streaming up the marble staircase and, very tired now, along more corridors, up more and more stairs, to the hidden entrance to Gryffindor Tower.",691,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Harry, Ron and Hermione joined the Gryffindors streaming up the marble staircase and, very tired now, along more corridors, up more and more stairs, to the hidden entrance to Gryffindor Tower.",691,3,Harry Potter And The Prisoner Of Azkaban
Neville Longbottom,"‘Oh no,’ said Neville Longbottom sadly.",693,3,Harry Potter And The Prisoner Of Azkaban
Harry,"When Harry, Ron and Hermione entered the Great Hall for breakfast next day, the first thing they saw was Draco Malfoy, who seemed to be entertaining a large group of Slytherins with a very funny story.",695,3,Harry Potter And The Prisoner Of Azkaban
Hermione,"When Harry, Ron and Hermione entered the Great Hall for breakfast next day, the first thing they saw was Draco Malfoy, who seemed to be entertaining a large group of Slytherins with a very funny story.",695,3,Harry Potter And The Prisoner Of Azkaban
Ron,"When Harry, Ron and Hermione entered the Great Hall for breakfast next day, the first thing they saw was Draco Malfoy, who seemed to be entertaining a large group of Slytherins with a very funny story.",695,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry dropped into a seat at the Gryffindor table, next to George Weasley.",698,3,Harry Potter And The Prisoner Of Azkaban
Gryffindor,"Harry dropped into a seat at the Gryffindor table, next to George Weasley.",698,3,Harry Potter And The Prisoner Of Azkaban
George Weasley,"Harry dropped into a seat at the Gryffindor table, next to George Weasley.",698,3,Harry Potter And The Prisoner Of Azkaban
George,"‘New third-year timetables,’ said George, passing them over.",699,3,Harry Potter And The Prisoner Of Azkaban
Fred,"‘Sort of freeze your insides, don’t they?’ said Fred.",705,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Feeling slightly more cheerful, Harry helped himself to sausages and fried tomatoes.",709,3,Harry Potter And The Prisoner Of Azkaban
Mcgonagall,I’ve fixed it all with Professor McGonagall.’,712,3,Harry Potter And The Prisoner Of Azkaban
Hermione,"I mean, I know you’re good, Hermione, but no one’s that good.",713,3,Harry Potter And The Prisoner Of Azkaban
Mcgonagall,"‘I told you, I’ve fixed it all with Professor McGonagall.’",715,3,Harry Potter And The Prisoner Of Azkaban
Hall,The Hall was starting to empty as people headed off towards their first lesson.,719,3,Harry Potter And The Prisoner Of Azkaban
Ron,Ron checked his timetable.,719,3,Harry Potter And The Prisoner Of Azkaban
Fred,"They finished their breakfast hastily, said goodbye to Fred and George and walked back through the hall.",721,3,Harry Potter And The Prisoner Of Azkaban
George,"They finished their breakfast hastily, said goodbye to Fred and George and walked back through the hall.",721,3,Harry Potter And The Prisoner Of Azkaban
Harry,The shouts of laughter followed Harry into the Entrance Hall.,721,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry was used to the subjects of Hogwarts paintings moving around and leaving their frames to visit each other, but he always enjoyed watching them.",726,3,Harry Potter And The Prisoner Of Azkaban
Cadogan,"If ever you have need of noble heart and steely sinew, call upon Sir Cadogan!’",738,3,Harry Potter And The Prisoner Of Azkaban
Harry,"Harry, Ron and Hermione sat themselves around the same round table.",749,3,Harry Potter And The Prisoner Of Azkaban
Hermione,"Harry, Ron and Hermione sat themselves around the same round table.",749,3,Harry Potter And The Prisoner Of Azkaban
Ron,"Harry, Ron and Hermione sat themselves around the same round table.",749,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"‘Welcome to Divination,’ said Professor Trelawney, who had seated herself in a winged armchair in front of the fire.",750,3,Harry Potter And The Prisoner Of Azkaban
Gift,‘It is a Gift granted to few.,753,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"Professor Trelawney continued placidly, ‘We will be covering the basic methods of Divination this year.",754,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"A very tense silence followed this pronouncement, but Professor Trelawney seemed unaware of it.",757,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"They swilled the dregs around as Professor Trelawney had instructed, then drained the cups and swapped them.",763,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,Professor Trelawney cried through the gloom.,766,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,Professor Trelawney chose not to reply.,776,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"Everyone was staring, transfixed, at Professor Trelawney, who gave the cup a final turn, gasped, and then screamed.",779,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"Professor Trelawney sank into a vacant armchair, her glittering hand at her heart and her eyes closed.",780,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"‘My dear,’ Professor Trelawney’s huge eyes opened dramatically, ‘you have the Grim.’",783,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"‘The Grim, my dear, the Grim!’ cried Professor Trelawney, who looked shocked that Harry hadn’t understood.",785,3,Harry Potter And The Prisoner Of Azkaban
Harry,"‘The Grim, my dear, the Grim!’ cried Professor Trelawney, who looked shocked that Harry hadn’t understood.",785,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,Professor Trelawney surveyed Hermione with mounting dislike.,788,3,Harry Potter And The Prisoner Of Azkaban
Hermione,Professor Trelawney surveyed Hermione with mounting dislike.,788,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"‘I think we will leave the lesson here for today’ said Professor Trelawney, in her mistiest voice.",793,3,Harry Potter And The Prisoner Of Azkaban
Trelawney,"Silently the class took their teacups back to Professor Trelawney, packed away their books and closed their bags.",794,3,Harry Potter And The Prisoner Of Azkaban
